id,survey_number
9494,1899/3
9495,1899/4B
9496,1900
9497,1900/1
9498,1900/2A
9499,1900/3
9500,1900/4C
9501,1901
9502,1901/1
9503,1901/2B
9504,1901/3
9505,1901/4B
9506,1902
9507,1902/1
9508,1902/2D
9509,1902/3
9510,1902/4C
9511,1903
9512,1903/1
9513,1903/2C
9514,1903/3
9515,1903/4B
9516,1904
9517,1904/1
9518,1904/2C
9519,1904/3
9520,1904/4D
9521,1905
9522,1905/1
9523,1905/2D
9524,1905/3
9525,1905/4D
9526,1906
9527,1906/1
9528,1906/2C
9529,1906/3
9530,1906/4C
9531,1907
9532,1907/1
9533,1907/2D
9534,1907/3
9535,1907/4A
9536,1908
9537,1908/1
9538,1908/2B
9539,1908/3
9540,1908/4A
9541,1909
9542,1909/1
9543,1909/2C
9544,1909/3
9545,1909/4B
9546,1910
9547,1910/1
9548,1910/2B
9549,1910/3
9550,1910/4C
9551,1911
9552,1911/1
9553,1911/2A
9554,1911/3
9555,1911/4A
9556,1912
9557,1912/1
9558,1912/2A
9559,1912/3
9560,1912/4A
9561,1913
9562,1913/1
9563,1913/2D
9564,1913/3
9565,1913/4B
9566,1914
9567,1914/1
9568,1914/2A
9569,1914/3
9570,1914/4C
9571,1915
9572,1915/1
9573,1915/2D
9574,1915/3
9575,1915/4B
9576,1916
9577,1916/1
9578,1916/2C
9579,1916/3
9580,1916/4D
9581,1917
9582,1917/1
9583,1917/2B
9584,1917/3
9585,1917/4C
9586,1918
9587,1918/1
9588,1918/2B
9589,1918/3
9590,1918/4D
9591,1919
9592,1919/1
9593,1919/2A
9594,1919/3
9595,1919/4D
9596,1920
9597,1920/1
9598,1920/2C
9599,1920/3
9600,1920/4A
9601,1921
9602,1921/1
9603,1921/2B
9604,1921/3
9605,1921/4B
9606,1922
9607,1922/1
9608,1922/2B
9609,1922/3
9610,1922/4D
9611,1923
9612,1923/1
9613,1923/2B
9614,1923/3
9615,1923/4B
9616,1924
9617,1924/1
9618,1924/2B
9619,1924/3
9620,1924/4D
9621,1925
9622,1925/1
9623,1925/2C
9624,1925/3
9625,1925/4A
9626,1926
9627,1926/1
9628,1926/2B
9629,1926/3
9630,1926/4D
9631,1927
9632,1927/1
9633,1927/2B
9634,1927/3
9635,1927/4A
9636,1928
9637,1928/1
9638,1928/2C
9639,1928/3
9640,1928/4C
9641,1929
9642,1929/1
9643,1929/2B
9644,1929/3
9645,1929/4A
9646,1930
9647,1930/1
9648,1930/2B
9649,1930/3
9650,1930/4C
9651,1931
9652,1931/1
9653,1931/2D
9654,1931/3
9655,1931/4D
9656,1932
9657,1932/1
9658,1932/2D
9659,1932/3
9660,1932/4A
9661,1933
9662,1933/1
9663,1933/2A
9664,1933/3
9665,1933/4C
9666,1934
9667,1934/1
9668,1934/2A
9669,1934/3
9670,1934/4C
9671,1935
9672,1935/1
9673,1935/2C
9674,1935/3
9675,1935/4B
9676,1936
9677,1936/1
9678,1936/2D
9679,1936/3
9680,1936/4D
9681,1937
9682,1937/1
9683,1937/2C
9684,1937/3
9685,1937/4A
9686,1938
9687,1938/1
9688,1938/2C
9689,1938/3
9690,1938/4D
9691,1939
9692,1939/1
9693,1939/2B
9694,1939/3
9695,1939/4D
9696,1940
9697,1940/1
9698,1940/2C
9699,1940/3
9700,1940/4C
9701,1941
9702,1941/1
9703,1941/2D
9704,1941/3
9705,1941/4D
9706,1942
9707,1942/1
9708,1942/2A
9709,1942/3
9710,1942/4B
9711,1943
9712,1943/1
9713,1943/2D
9714,1943/3
9715,1943/4B
9716,1944
9717,1944/1
9718,1944/2B
9719,1944/3
9720,1944/4A
9721,1945
9722,1945/1
9723,1945/2C
9724,1945/3
9725,1945/4B
9726,1946
9727,1946/1
9728,1946/2B
9729,1946/3
9730,1946/4B
9731,1947
9732,1947/1
9733,1947/2B
9734,1947/3
9735,1947/4C
9736,1948
9737,1948/1
9738,1948/2A
9739,1948/3
9740,1948/4B
9741,1949
9742,1949/1
9743,1949/2D
9744,1949/3
9745,1949/4C
9746,1950
9747,1950/1
9748,1950/2A
9749,1950/3
9750,1950/4D
9751,1951
9752,1951/1
9753,1951/2D
9754,1951/3
9755,1951/4D
9756,1952
9757,1952/1
9758,1952/2B
9759,1952/3
9760,1952/4B
9761,1953
9762,1953/1
9763,1953/2D
9764,1953/3
9765,1953/4A
9766,1954
9767,1954/1
9768,1954/2B
9769,1954/3
9770,1954/4A
9771,1955
9772,1955/1
9773,1955/2B
9774,1955/3
9775,1955/4B
9776,1956
9777,1956/1
9778,1956/2B
9779,1956/3
9780,1956/4A
9781,1957
9782,1957/1
9783,1957/2B
9784,1957/3
9785,1957/4A
9786,1958
9787,1958/1
9788,1958/2B
9789,1958/3
9790,1958/4C
9791,1959
9792,1959/1
9793,1959/2B
9794,1959/3
9795,1959/4D
9796,1960
9797,1960/1
9798,1960/2A
9799,1960/3
9800,1960/4C
9801,1961
9802,1961/1
9803,1961/2A
9804,1961/3
9805,1961/4B
9806,1962
9807,1962/1
9808,1962/2D
9809,1962/3
9810,1962/4D
9811,1963
9812,1963/1
9813,1963/2D
9814,1963/3
9815,1963/4B
9816,1964
9817,1964/1
9818,1964/2B
9819,1964/3
9820,1964/4D
9821,1965
9822,1965/1
9823,1965/2B
9824,1965/3
9825,1965/4B
9826,1966
9827,1966/1
9828,1966/2C
9829,1966/3
9830,1966/4B
9831,1967
9832,1967/1
9833,1967/2C
9834,1967/3
9835,1967/4D
9836,1968
9837,1968/1
9838,1968/2A
9839,1968/3
9840,1968/4B
9841,1969
9842,1969/1
9843,1969/2D
9844,1969/3
9845,1969/4D
9846,1970
9847,1970/1
9848,1970/2B
9849,1970/3
9850,1970/4A
9851,1971
9852,1971/1
9853,1971/2A
9854,1971/3
9855,1971/4B
9856,1972
9857,1972/1
9858,1972/2D
9859,1972/3
9860,1972/4B
9861,1973
9862,1973/1
9863,1973/2A
9864,1973/3
9865,1973/4B
9866,1974
9867,1974/1
9868,1974/2D
9869,1974/3
9870,1974/4A
9871,1975
9872,1975/1
9873,1975/2A
9874,1975/3
9875,1975/4A
9876,1976
9877,1976/1
9878,1976/2D
9879,1976/3
9880,1976/4B
9881,1977
9882,1977/1
9883,1977/2A
9884,1977/3
9885,1977/4D
9886,1978
9887,1978/1
9888,1978/2D
9889,1978/3
9890,1978/4C
9891,1979
9892,1979/1
9893,1979/2A
9894,1979/3
9895,1979/4D
9896,1980
9897,1980/1
9898,1980/2B
9899,1980/3
9900,1980/4D
9901,1981
9902,1981/1
9903,1981/2D
9904,1981/3
9905,1981/4C
9906,1982
9907,1982/1
9908,1982/2A
9909,1982/3
9910,1982/4D
9911,1983
9912,1983/1
9913,1983/2B
9914,1983/3
9915,1983/4C
9916,1984
9917,1984/1
9918,1984/2D
9919,1984/3
9920,1984/4B
9921,1985
9922,1985/1
9923,1985/2A
9924,1985/3
9925,1985/4C
9926,1986
9927,1986/1
9928,1986/2D
9929,1986/3
9930,1986/4C
9931,1987
9932,1987/1
9933,1987/2B
9934,1987/3
9935,1987/4A
9936,1988
9937,1988/1
9938,1988/2A
9939,1988/3
9940,1988/4A
9941,1989
9942,1989/1
9943,1989/2A
9944,1989/3
9945,1989/4D
9946,1990
9947,1990/1
9948,1990/2B
9949,1990/3
9950,1990/4C
9951,1991
9952,1991/1
9953,1991/2D
9954,1991/3
9955,1991/4C
9956,1992
9957,1992/1
9958,1992/2A
9959,1992/3
9960,1992/4B
9961,1993
9962,1993/1
9963,1993/2D
9964,1993/3
9965,1993/4C
9966,1994
9967,1994/1
9968,1994/2C
9969,1994/3
9970,1994/4D
9971,1995
9972,1995/1
9973,1995/2C
9974,1995/3
9975,1995/4C
9976,1996
9977,1996/1
9978,1996/2D
9979,1996/3
9980,1996/4B
9981,1997
9982,1997/1
9983,1997/2D
9984,1997/3
9985,1997/4D
9986,1998
9987,1998/1
9988,1998/2B
9989,1998/3
9990,1998/4C
9991,1999
9992,1999/1
9993,1999/2D
9994,1999/3
9995,1999/4C
9996,2000
9997,2000/1
9998,2000/2C
9999,2000/3
10000,2000/4C
